Student_ID,Study_Hours,Attendance,Assignments_Score,Previous_Grade,Participation,Internet_Access,Final_Score
36774,8,83,89,89,3,0,62.1707209089891
36775,3,48,77,38,4,1,61.4719801750133
36776,2,67,38,74,1,1,46.796085309668655
36777,8,88,63,92,2,1,74.44672287261233
36778,1,57,71,76,1,0,46.66328479900347
36779,11,50,42,47,1,1,39.86566026946371
36780,8,77,97,53,5,0,67.54698530189263
36781,10,90,65,55,4,0,58.45312148323875
36782,9,41,48,68,1,1,55.276007453957334
36783,10,61,89,59,1,0,58.64897368621637
36784,10,62,43,57,4,1,64.3490047551704
36785,1,59,34,57,4,0,42.73812952532095
36786,10,84,36,93,4,0,72.21454072022506
36787,9,68,81,40,4,0,57.91808723590846
36788,2,65,33,52,4,0,39.97957352351855
36789,6,80,81,37,1,1,56.77471096937398
36790,1,98,85,74,3,1,61.68636600495273
36791,0,51,35,68,1,1,35.251602333865485
36792,8,87,94,40,1,1,66.2431067198497
36793,5,68,42,68,3,0,50.21178119945059
36794,8,58,88,79,1,0,55.093638551294454
36795,11,73,86,36,3,0,64.71973370580895
36796,2,87,75,49,1,1,50.526050315832244
36797,2,66,82,65,3,0,54.3973623363383
36798,9,69,57,67,4,1,58.941319088067736
36799,11,76,98,77,2,1,78.82572733516938
36800,2,70,68,86,3,1,45.686686447465675
36801,1,67,49,36,5,1,45.4361793150174
36802,10,64,49,63,4,0,64.35313519539238
36803,5,88,79,42,2,1,50.87579953736684
36804,2,45,43,38,2,1,38.59688974334217
36805,4,95,44,35,5,0,45.3529879846713
36806,10,46,65,93,4,1,66.73168465498588
36807,4,45,59,35,5,1,55.918961438245574
36808,9,74,47,81,5,1,66.22239839968474
36809,2,64,55,63,2,0,35.00745621742708
36810,2,60,93,78,4,1,62.23241281856503
36811,0,86,97,72,5,0,63.73767461133308
36812,5,99,84,59,5,1,68.47341977098267
36813,2,87,96,52,1,0,50.28187860962586
36814,0,56,73,46,3,0,49.92762328672506
36815,9,80,88,45,1,0,50.09563558641753
36816,8,65,41,39,5,0,50.006250483074275
36817,10,80,65,41,4,1,67.4426466695595
36818,0,56,31,93,2,1,41.936668348053615
36819,4,46,71,87,3,0,57.6833623501313
36820,4,64,63,71,1,1,54.63675465631209
36821,1,73,60,77,2,0,47.15885655253721
36822,0,65,98,69,3,1,58.96471650235297
36823,5,45,49,87,3,0,48.37623496489171
36824,6,49,67,67,4,1,62.03462523854321
36825,10,56,33,43,3,1,47.629586192855754
36826,10,53,91,51,3,1,69.2736652332123
36827,8,42,30,94,2,1,48.016308872517946
36828,7,98,71,81,3,1,80.63082755835526
36829,9,87,80,81,4,0,77.80413212925721
36830,2,55,66,37,3,0,37.81431962310207
36831,8,44,72,74,3,1,52.28948574559483
36832,0,87,91,51,2,0,42.40634032508344
36833,5,62,80,73,2,0,55.2675199445312
36834,9,66,82,47,5,0,63.88225309194925
36835,1,44,30,37,4,1,39.947337465600036
36836,9,95,93,53,5,1,72.51121030534274
36837,8,76,45,71,3,0,53.391482984464176
36838,8,77,31,80,2,0,56.65981786067596
36839,7,57,31,40,2,1,42.84586893075852
36840,10,51,87,68,5,1,67.54783676698348
36841,6,60,46,69,5,0,52.92601875836883
36842,5,46,36,73,4,1,56.03072403618123
36843,1,56,91,48,3,0,48.6914600521487
36844,3,81,46,88,5,1,67.43455808553074
36845,9,48,50,46,5,0,54.382715122919045
36846,6,80,93,62,1,1,67.179429804023
36847,5,63,72,73,3,1,58.70212102615717
36848,8,50,82,36,2,0,49.15992664462053
36849,4,64,70,73,5,1,56.986907479344744
36850,11,85,55,83,3,1,74.87806815430703
36851,11,76,55,72,5,1,75.05719541412817
36852,5,46,99,59,4,0,53.017606956546594
36853,9,56,96,61,2,1,63.74241711431503
36854,5,94,88,90,4,0,68.86945003024682
36855,7,80,50,93,3,0,55.84885052515527
36856,7,58,71,68,1,0,55.11355044309595
36857,5,96,99,91,1,1,77.83385139726612
36858,7,60,52,62,5,1,55.627936254290326
36859,6,84,86,77,5,1,80.09885327491106
36860,0,48,82,76,4,0,52.84403926360223
36861,4,84,56,80,1,1,64.35708385360819
36862,10,85,91,61,5,1,70.28848920930352
36863,9,47,54,43,2,0,38.68291797012979
36864,9,85,72,63,3,0,66.40072390999468
36865,9,84,77,42,2,0,60.03535911319859
36866,4,66,90,88,2,1,62.81838215714438
36867,9,62,48,86,2,1,62.77241767868848
36868,8,49,64,73,5,1,70.07271069488954
36869,6,93,50,36,2,0,48.04359638094422
36870,6,41,47,90,2,1,52.013426283684865
36871,9,83,69,51,1,0,54.59516362730426
36872,1,87,82,73,3,0,49.456891791443006
36873,7,46,34,72,2,0,40.673899608321726
36874,2,41,51,70,4,0,44.95278506321301
36875,8,55,85,48,4,1,63.514468038495075
36876,5,93,43,57,3,1,58.408455918677994
36877,8,45,69,35,5,1,58.65813433118929
36878,8,55,30,35,4,1,47.25753509704061
36879,6,64,56,37,4,1,53.8861013653597
36880,9,84,78,74,3,1,77.74851051553372
36881,11,49,87,57,3,1,70.69270577227483
36882,7,98,55,62,4,1,59.90908938161314
36883,1,91,49,50,5,1,57.27605898704147
36884,4,48,43,63,1,1,45.20834311185404
36885,2,71,54,67,3,0,56.76213673397911
36886,0,71,65,66,4,0,52.977195452746635
36887,5,41,57,89,5,0,60.285417321591694
36888,11,60,37,81,5,0,66.62454411023329
36889,8,87,78,57,1,0,48.628918299476304
36890,1,42,35,81,2,1,37.810842726798555
36891,8,93,30,81,2,0,50.67099050900322
36892,7,73,34,80,3,1,59.86996773056253
36893,10,68,37,87,1,0,56.597885939436004
36894,8,81,70,67,4,1,72.65366740405443
36895,4,96,48,89,2,0,56.16045910210338
36896,1,59,32,93,2,1,50.19240080726469
36897,9,62,68,92,3,0,59.04543012629482
36898,9,76,45,76,4,0,61.76231199934171
36899,5,47,94,67,1,1,61.7020239278279
36900,6,83,99,72,4,1,78.09497060890583
36901,2,75,98,37,4,1,61.373912280413016
36902,5,53,46,68,4,0,52.62170808462495
36903,5,62,50,83,1,0,52.176855872630036
36904,7,66,91,62,2,0,54.81904002521533
36905,0,54,60,42,5,0,40.45924582279945
36906,3,92,32,83,2,1,57.664935552267806
36907,0,74,67,43,2,0,33.11442066014454
36908,7,95,89,39,1,1,61.695463361679685
36909,1,61,94,65,2,1,49.05685252142189
36910,7,86,45,87,2,1,64.5302626312705
36911,2,75,37,69,4,1,48.21714068967079
36912,7,54,99,92,5,1,71.78805087425849
36913,5,96,80,69,1,1,65.14760430739241
36914,0,71,79,39,3,0,51.18787195636704
36915,6,80,47,67,1,1,56.17979429620323
36916,6,57,58,81,4,1,50.3874156162785
36917,5,97,62,47,2,1,60.99822534816476
36918,0,84,32,59,5,1,43.01267194764846
36919,4,70,34,77,3,0,44.52158422102635
36920,0,80,88,58,3,0,53.00485832961956
36921,0,75,33,89,2,0,43.49739070747078
36922,5,64,47,45,2,0,41.982318378046934
36923,7,84,56,85,4,1,69.23474995840041
36924,0,49,47,53,5,0,39.66520938552838
36925,1,79,95,45,3,0,55.70067435773539
36926,4,53,35,67,3,1,48.97362987500042
36927,7,87,40,64,1,1,67.24637392527137
36928,10,65,67,48,3,0,54.190226704177626
36929,3,58,94,35,4,1,46.05610136614989
36930,4,69,88,65,3,0,57.305813193783614
36931,9,97,83,37,2,0,64.2638390477076
36932,4,78,50,77,3,1,55.700284813424744
36933,2,51,37,59,3,1,49.39016932867017
36934,5,70,96,59,4,0,66.27677813164533
36935,4,84,44,85,4,0,47.79183228425761
36936,1,86,90,88,3,1,70.61361576442748
36937,9,86,80,52,5,0,56.24797717776897
36938,3,57,70,78,3,1,56.622629792503645
36939,10,41,46,92,3,1,64.87238020957685
36940,3,53,68,88,1,1,45.830683473976265
36941,6,59,49,68,3,0,49.004518491360365
36942,6,97,68,48,1,1,53.59482610108006
36943,8,78,99,79,2,0,73.2372467678593
36944,9,59,99,78,5,1,77.05067768895769
36945,11,73,64,61,4,0,65.4118790662992
36946,1,99,56,65,1,1,51.36667606015759
36947,5,73,61,77,4,0,67.77466761311766
36948,1,76,32,36,4,1,38.74496713712802
36949,8,42,61,88,1,0,51.4413231190713
36950,1,74,63,66,3,1,50.57366028871121
36951,5,72,50,71,4,1,53.82431163641878
36952,7,58,58,68,3,1,52.95480173837633
36953,5,70,33,91,4,0,56.328854816347125
36954,11,91,97,92,1,1,75.33544698820705
36955,2,83,30,68,5,0,58.39137035616406
36956,4,61,60,64,5,1,67.26752663325978
36957,3,66,74,67,3,1,53.235363989075275
36958,0,77,81,58,4,0,48.1270812785413
36959,4,67,73,67,4,0,46.926729570427014
36960,9,60,79,60,1,0,53.39563880710702
36961,11,59,65,75,4,1,74.6201449025769
36962,4,77,50,70,3,1,58.31370007728266
36963,6,52,52,75,4,0,56.91106155224519
36964,11,68,63,93,2,1,70.56358704124186
36965,6,60,98,40,1,0,47.79037365803623
36966,1,81,60,91,5,0,53.68218456532535
36967,3,72,41,51,5,0,49.3817994126704
36968,0,71,57,58,2,1,44.10935547204489
36969,4,87,77,50,3,0,56.69783590449249
36970,4,85,57,78,1,1,50.82947588860563
36971,3,67,36,58,2,1,50.511062841674516
36972,9,89,63,39,3,0,59.49587534096222
36973,11,53,80,58,4,1,70.50438255604274
36974,11,96,40,88,4,0,65.63675232438389
36975,6,81,67,60,1,1,57.1449170136255
36976,5,91,71,54,5,0,61.23732142463449
36977,9,61,36,62,5,0,56.46970400295536
36978,2,76,75,54,1,0,46.60322183723917
36979,1,73,74,63,2,0,48.878518137543615
36980,3,56,32,68,2,0,36.58085431098404
36981,8,72,86,91,1,1,70.14374969428665
36982,9,72,59,85,1,1,67.52672453993286
36983,4,77,81,88,3,0,58.708184664889174
36984,0,65,83,62,1,0,44.4053463140303
36985,10,78,77,90,2,0,72.40302910342845
36986,2,46,62,60,4,1,49.678662689094466
36987,8,64,49,81,5,1,64.63129326888688
36988,6,87,34,66,1,1,58.085491031607305
36989,2,90,46,55,2,0,34.730472981712445
36990,0,69,31,52,3,1,38.620195896548154
36991,3,80,53,46,2,1,47.4965428009088
36992,8,72,80,69,4,0,67.9317379266168
36993,11,89,77,88,4,0,66.73386243026859
36994,6,78,73,56,3,0,49.915498681548556
36995,4,67,30,87,3,1,54.22107857141838
36996,10,57,81,91,5,1,75.6687380825961
36997,5,49,51,63,2,1,46.30993020613767
36998,0,98,43,53,4,1,49.52059362144777
36999,6,91,95,52,5,0,60.667037221126805
37000,11,41,96,90,1,0,70.84369474316439
37001,4,82,69,52,4,0,59.82823022159712
37002,6,89,65,78,4,0,54.708454368098906
37003,4,82,87,81,1,1,68.89539546608013
37004,4,53,68,83,5,1,59.35640900423552
37005,2,52,66,50,3,0,39.07289519268574
37006,4,40,43,78,5,1,57.28925616870007
37007,7,71,93,92,4,0,66.64471279083133
37008,7,64,55,93,4,1,74.1087781557313
37009,1,49,69,90,3,0,52.34358234870524
37010,10,54,36,53,1,0,38.20943354602028
37011,0,90,37,83,4,0,53.994227583368506
37012,1,68,34,86,2,1,46.62754655282208
37013,10,56,72,43,4,1,56.52652246118689
37014,6,81,65,67,3,0,56.67153006429967
37015,2,93,88,90,2,0,56.75624084466145
37016,7,79,32,47,4,1,51.94269115064161
37017,3,62,91,45,2,1,57.00152263280956
37018,9,46,51,67,4,1,56.69124715346857
37019,9,89,51,71,5,1,64.02997369190089
37020,7,98,67,64,3,0,57.682211864677356
37021,1,75,79,73,3,1,54.9668515625699
37022,4,45,82,80,1,1,45.732817043681806
37023,5,41,33,43,4,0,32.19116153108008
37024,0,84,50,57,3,0,40.15949145827659
37025,0,71,49,58,5,0,42.06338526607446
37026,8,92,54,66,4,1,68.9141904453712
37027,4,83,74,83,2,1,61.78793057736639
37028,3,44,93,72,1,1,60.764540481555215
37029,0,58,90,38,5,1,53.92133056717062
37030,2,41,82,78,4,1,53.00594276454934
37031,3,82,97,75,2,1,59.538020962370176
37032,10,62,85,80,4,1,73.82534873345442
37033,10,79,87,61,2,0,62.0618224733133
37034,4,43,66,45,4,0,36.760627311664436
37035,9,43,34,55,4,1,49.79497614463902
37036,11,50,47,48,4,1,59.53219906813657
37037,4,85,62,52,2,0,58.1161060671198
37038,9,80,42,93,1,0,68.99260969354935
37039,7,59,62,58,4,0,59.08137729963868
37040,2,97,69,54,2,1,45.86073194285397
37041,6,53,95,75,1,1,60.35570908938298
37042,5,99,41,60,5,0,51.04208361808523
37043,9,74,76,65,4,0,62.54250406287811
37044,10,98,77,86,3,0,79.41450638738543
37045,9,84,52,50,2,1,57.42197963569231
37046,9,53,69,75,5,0,57.89451757785244
37047,10,88,34,82,5,1,62.51542095410706
37048,5,42,65,76,3,0,56.7449213210743
37049,9,54,60,73,2,1,60.325924273837735
37050,8,60,52,53,1,1,55.3783817286334
37051,6,41,45,41,3,0,44.30424524707984
37052,10,60,38,86,3,0,52.55354546497959
37053,6,96,83,50,5,1,67.49024381196705
37054,10,49,95,58,3,0,68.77829948686892
37055,0,66,47,40,4,1,50.365587956758226
37056,0,93,76,74,2,0,53.47397421794698
37057,8,86,66,50,3,0,65.37962768276297
37058,8,58,69,91,1,1,68.00102368410566
37059,11,92,98,70,4,0,85.31248458068121
37060,10,51,32,73,2,0,52.89510685111873
37061,9,88,96,49,2,0,57.24190255518816
37062,2,55,67,74,1,0,42.09719872141366
37063,10,47,56,84,1,0,62.34826268523344
37064,10,96,45,38,4,1,62.971930644677826
37065,7,76,44,90,4,0,55.923171018928315
37066,8,64,78,36,1,0,46.401663328299975
37067,0,63,57,48,4,1,41.76184847312688
37068,11,86,89,94,3,1,82.42251067728188
37069,2,79,53,56,1,1,40.7864102427678
37070,5,57,98,36,5,1,63.9952005008314
37071,3,60,99,54,3,0,51.526328300877985
37072,7,99,89,38,3,0,56.091852696277506
37073,8,47,84,86,3,0,65.58906319416491
37074,6,58,34,68,3,0,43.51951692608221
37075,10,88,54,52,2,0,61.474336785615556
37076,0,69,69,84,3,0,53.68896305317598
37077,1,66,36,82,1,1,50.877453963687486
37078,0,75,60,89,1,1,55.086072170727334
37079,8,75,90,81,3,1,78.50069147775757
37080,3,65,32,83,2,1,51.91066741825302
37081,9,59,81,54,3,0,60.10170329524945
37082,7,91,93,60,3,1,66.21644921618902
37083,4,80,94,41,2,1,52.99746206159585
37084,4,98,85,88,3,1,71.62441604066582
37085,4,53,58,53,5,0,46.15279665088457
37086,10,72,88,58,1,0,66.28401523131231
37087,4,48,69,45,2,0,34.303769055681336
37088,2,62,62,50,2,1,51.287515585492834
37089,5,84,64,35,1,0,39.53257800056464
37090,0,69,97,70,4,0,46.17805153225969
37091,7,92,64,62,5,0,66.32019142320989
37092,3,89,63,47,4,1,50.4764072341317
37093,5,81,49,45,4,0,43.24634447549431
37094,1,67,73,88,3,1,52.31074526310275
37095,1,97,70,40,1,0,35.18637723822967
37096,7,70,36,93,3,0,61.98846209980233
37097,0,65,51,64,5,0,59.16022685016101
37098,7,75,40,86,3,1,63.20313980398857
37099,9,98,42,92,1,0,65.2812497871851
37100,9,86,52,71,2,0,67.80229356349867
37101,0,75,57,68,3,1,48.83368766067691
37102,8,91,46,84,1,0,58.787831773683635
37103,0,50,76,62,2,0,51.07917077927842
37104,3,51,51,43,2,0,36.77001129390835
37105,8,84,78,65,2,1,66.67321113093206
37106,0,41,69,40,2,0,38.90863240661642
37107,8,79,35,94,1,0,50.295367301202525
37108,7,43,55,92,1,1,55.64679796120533
37109,4,71,76,40,5,1,58.07092680775767
37110,5,80,95,70,3,0,70.32304730387908
37111,4,73,74,54,3,1,62.33321492959697
37112,3,94,60,74,2,0,54.53534104718385
37113,11,44,79,66,3,0,53.85460678767763
37114,9,44,42,81,1,1,57.287738753554905
37115,11,94,67,83,4,0,70.9847899351408
37116,3,43,54,66,4,0,52.860013609637754
37117,9,90,58,39,5,0,66.07221443209808
37118,7,80,64,72,3,1,64.25933028240682
37119,7,51,57,71,1,0,49.68465298494669
37120,8,74,48,44,5,0,48.641924977806674
37121,2,76,36,71,2,1,58.01834816280496
37122,9,73,78,81,3,0,65.95890498120191
37123,7,94,43,36,1,0,44.54572805830285
37124,2,84,37,41,2,1,44.41199755257415
37125,1,67,95,45,4,0,50.200767061921994
37126,1,98,93,35,1,0,41.33894794434329
37127,8,46,53,48,3,0,46.21828992108095
37128,3,99,44,55,2,0,48.868520579634364
37129,4,92,32,40,1,0,52.14925889524396
37130,1,79,40,82,5,1,57.70567317158651
37131,8,96,68,60,4,1,61.278073409131636
37132,6,91,34,51,3,1,66.38134351358819
37133,2,50,50,60,3,0,42.83847230938482
37134,5,83,51,41,5,0,52.58572053012183
37135,6,71,67,82,1,0,52.43426847702118
37136,11,89,36,35,1,1,54.972647518674975
37137,5,89,82,49,4,0,53.32086745965371
37138,9,71,82,65,1,1,60.776723564388504
37139,10,98,72,70,1,1,69.8191666826014
37140,9,70,80,40,4,1,69.78426617605496
37141,5,87,33,53,3,1,55.23158906134656
37142,7,59,47,40,5,1,59.88632438885506
37143,7,93,31,64,3,1,57.34153741953509
37144,4,45,87,69,2,1,62.383445609677494
37145,3,89,62,79,4,0,54.878339582037896
37146,10,88,94,91,1,0,63.96754222622762
37147,4,57,92,51,1,0,41.22055229153518
37148,8,95,60,50,3,0,71.33704925986095
37149,11,60,97,44,5,0,72.04994036224782
37150,9,42,42,70,2,1,50.57460551714226
37151,5,80,56,79,1,1,53.43793738873772
37152,2,67,86,52,2,0,47.83431237612505
37153,2,67,43,44,4,1,54.65160130220383
37154,0,71,81,86,2,1,58.633555372814
37155,4,78,92,71,3,1,58.515457966412974
37156,5,63,38,38,5,1,44.61416464540156
37157,7,93,68,94,5,0,64.16002526158508
37158,10,46,36,42,1,0,28.707988375732437
37159,8,58,86,58,5,0,53.753706559287366
37160,6,40,84,81,1,0,44.550548635212124
37161,0,72,36,68,1,1,50.77731655387137
37162,6,72,45,46,2,0,41.84187445784871
37163,9,50,76,58,1,1,57.20665194443603
37164,8,98,92,92,2,0,68.22578858013273
37165,3,99,62,76,2,0,48.83380999811754
37166,10,62,50,78,2,1,60.17172781299146
37167,11,89,68,61,3,1,63.23330631582598
37168,6,84,58,91,4,0,69.52314741320066
37169,8,67,45,72,1,1,50.20354048255362
37170,0,93,74,86,1,0,55.01842547405986
37171,11,86,61,51,4,1,68.11558468023664
37172,9,56,72,84,3,1,59.24891685759316
37173,8,49,59,50,2,0,49.090790617387704
37174,3,47,39,81,3,1,48.90031906014166
37175,11,92,44,75,3,1,72.07795203071962
37176,7,48,42,61,1,0,51.21599784392308
37177,2,58,87,69,3,0,61.178627126907784
37178,1,89,52,83,1,1,44.066073801981965
37179,11,47,82,60,1,1,60.28632319572036
37180,7,98,63,82,2,0,68.16509373049126
37181,7,44,99,88,3,1,73.13890953021992
37182,2,53,74,40,5,0,46.3876845406975
37183,7,84,61,79,4,0,58.181776685999026
37184,10,72,82,80,5,0,79.36232726723719
37185,10,82,60,35,1,0,55.80425974693062
37186,5,83,73,70,2,0,49.35508554474027
37187,9,77,94,53,2,1,75.97233175845363
37188,8,51,54,86,5,1,62.605775369364544
37189,9,42,39,68,3,0,51.54646935819175
37190,5,79,62,40,1,0,40.72122485202089
37191,7,68,86,39,1,1,51.58866019031975
37192,1,61,71,73,1,0,37.18877887676198
37193,0,73,81,65,3,1,60.313638601228654
37194,9,45,92,73,3,0,63.32287358823453
37195,9,74,44,76,5,1,60.22021341137686
37196,1,78,37,41,1,0,26.79927251162654
37197,11,55,67,89,4,1,80.48723467582518
37198,3,70,57,39,1,1,42.03598567037084
37199,9,88,31,69,2,1,53.55893518161043
37200,8,83,32,62,3,0,59.712574412750016
37201,6,54,54,61,3,0,46.68317360056751
37202,8,85,63,40,3,1,58.6011905529683
37203,8,40,65,74,5,0,58.35886926631571
37204,8,97,81,52,5,1,73.5521958636164
37205,7,83,48,51,3,0,56.55841690690267
37206,5,59,91,89,1,1,53.40165586021966
37207,10,62,81,87,3,0,74.42777794877559
37208,9,59,59,35,4,0,45.476542803668785
37209,6,71,40,53,4,0,47.07271372098238
37210,1,85,38,39,1,0,41.33058810794934
37211,10,87,49,44,1,0,56.08894386268019
37212,0,64,33,44,4,1,52.00878247250752
37213,4,86,98,58,2,0,51.38103567198103
37214,7,47,82,94,4,0,60.00279730358445
37215,2,92,97,36,1,1,59.85096821820775
37216,6,72,39,45,5,1,59.80687105655903
37217,4,84,95,38,4,1,56.55818526057457
37218,11,69,84,94,2,1,81.28977674302196
37219,9,42,39,57,4,1,59.047679905082546
37220,7,63,76,41,5,1,58.93159163011834
37221,5,51,95,49,5,0,58.15845680817982
37222,5,70,53,57,1,1,55.415236137283145
37223,6,46,75,69,3,0,60.92039888235681
37224,6,79,37,45,5,1,51.307577178890654
37225,3,56,41,73,5,0,50.8425884645223
37226,9,89,31,65,5,1,66.15626525562033
37227,11,49,38,36,5,1,60.879781729368986
37228,9,54,58,44,5,0,57.58594431653165
37229,9,94,52,82,3,0,64.35029148610715
37230,7,60,62,39,4,1,56.333426542965114
37231,5,60,45,46,4,1,46.95513230634605
37232,10,99,38,52,5,1,67.52768619608635
37233,7,68,65,62,1,0,56.41992291184032
37234,6,81,84,42,3,0,61.48188553256879
37235,0,80,61,38,5,0,45.41626989945032
37236,3,40,76,51,5,0,48.10209701262342
37237,6,60,43,63,2,0,48.84791455620613
37238,8,94,64,43,3,0,56.18954351915702
37239,1,44,43,48,4,0,37.00499349026133
37240,4,54,30,74,3,1,40.026890999250554
37241,8,85,80,43,4,0,62.97204352254134
37242,8,65,77,72,4,0,67.81233163854887
37243,5,50,87,43,2,0,49.849189701939935
37244,6,94,70,86,5,1,81.51414759196244
37245,8,88,42,86,3,0,57.19753774496114
37246,9,60,86,75,4,0,61.35886328777331
37247,7,85,55,45,2,0,52.542003973939224
37248,9,45,44,56,1,0,49.49462791358242
37249,5,93,39,75,1,0,50.249706282647765
37250,5,43,46,79,1,0,38.52284452474281
37251,6,84,39,93,5,1,70.82375394600493
37252,6,60,76,61,2,0,54.90222137385021
37253,1,95,39,64,5,0,54.75828333694607
37254,8,93,90,40,5,0,63.12183273959983
37255,3,56,64,67,4,1,49.62245345795813
37256,9,92,37,87,5,0,66.3106715938574
37257,8,70,39,56,3,1,56.99812451951376
37258,11,83,94,60,1,0,62.25614898429402
37259,10,62,98,40,2,1,57.308914620987636
37260,9,71,77,67,1,1,68.35083787046553
37261,2,83,49,44,5,1,59.19166815810268
37262,4,95,97,71,5,0,70.28779094888068
37263,4,75,75,35,2,0,44.34915844591275
37264,6,73,65,78,5,0,56.471944926164305
37265,11,91,30,49,2,0,55.68155080261951
37266,3,45,79,57,4,0,43.4431810247921
37267,10,77,89,46,3,1,73.3529475836162
37268,11,61,58,52,1,0,47.94102635100462
37269,3,72,49,81,5,0,53.70516707729755
37270,0,50,58,83,2,0,40.55342476996766
37271,5,94,45,50,3,1,54.501334224882804
37272,3,62,69,61,4,0,52.215530540321296
37273,10,92,46,90,2,0,72.48002642185318
37274,9,83,49,82,1,1,71.21461502963454
37275,9,75,75,62,2,1,68.93952058730066
37276,4,67,53,43,3,1,57.31406568855688
37277,10,87,71,54,3,1,73.93403505444972
37278,8,98,79,67,5,1,76.93556425824423
37279,3,58,60,91,5,0,58.17831223812348
37280,0,98,43,60,3,1,52.39055210252349
37281,10,82,66,63,3,0,67.67553802688789
37282,8,82,42,63,1,0,46.02021871190743
37283,4,52,72,35,3,0,43.197757336309486
37284,9,52,35,51,2,0,49.535077379631424
37285,11,47,43,78,1,1,53.29768395420712
37286,10,82,61,51,2,1,67.65163236627158
37287,6,87,92,66,3,0,63.813338622730136
37288,2,52,38,51,2,0,37.74881751912746
37289,3,95,75,71,2,0,52.377110289887746
37290,11,74,96,46,5,1,83.68770340385989
37291,9,66,61,45,5,0,57.22631044959807
37292,8,50,30,62,4,1,63.60247925991293
37293,9,60,45,55,5,1,57.42894874135183
37294,0,47,61,36,4,0,36.30693367426186
37295,11,81,95,91,3,0,72.80859350331323
37296,10,65,76,54,5,1,62.09984989567315
37297,4,69,34,94,4,1,59.660524063163685
37298,7,61,43,54,1,1,47.38898954310459
37299,9,89,98,70,4,0,65.63696290547163
37300,6,88,40,83,1,0,62.99277285529046
37301,3,78,56,82,1,1,57.46875461675059
37302,6,89,68,67,1,1,67.23868777308768
37303,0,49,36,51,1,1,26.746848021070647
37304,5,65,31,87,2,0,53.75233018456396
37305,8,91,78,51,1,0,54.75133525642092
37306,2,66,71,53,2,1,53.79713809717733
37307,3,61,52,39,2,0,38.17421895609036
37308,7,52,50,48,2,0,42.92498501009464
37309,11,78,30,48,5,1,58.7197363557187
37310,4,94,58,73,4,0,59.38063101680345
37311,4,46,80,50,4,0,51.52561642628425
37312,0,91,64,83,3,0,50.50632711956242
37313,5,82,64,38,2,1,48.56278954585708
37314,1,81,66,44,1,0,43.20736202382936
37315,0,97,76,85,3,0,61.786337054053384
37316,5,51,47,58,4,0,44.24983496262203
37317,4,52,35,64,4,1,51.69377635442666
37318,4,51,57,65,1,0,43.9254925968222
37319,8,51,87,80,4,1,60.58285392758785
37320,11,77,97,58,4,0,66.76092815819851
37321,9,42,54,61,5,0,53.75123792094632
37322,9,47,67,66,2,0,52.57120568741006
37323,2,88,84,42,4,0,57.57769557041917
37324,0,70,73,63,1,0,40.06114134247348
37325,7,52,52,50,5,0,58.00961488143739
37326,11,47,88,39,1,0,47.13049660204233
37327,4,76,58,54,3,1,52.982576912472624
37328,10,63,77,49,1,1,59.21751051181303
37329,4,67,83,49,2,0,61.451790067251785
37330,7,43,55,93,4,0,52.11497044479262
37331,7,55,39,54,3,1,51.49872788712313
37332,10,57,97,43,3,1,65.54237356921375
37333,1,43,98,62,4,1,60.75691390557721
37334,2,82,99,73,3,0,57.53768393511304
37335,9,79,39,84,1,1,64.15944030910232
37336,9,97,48,78,5,1,76.86808370627227
37337,0,72,88,41,2,0,48.35987973913571
37338,2,98,53,57,2,0,49.01812770652138
37339,11,84,47,58,3,1,65.71243212009166
37340,3,92,61,50,3,0,45.30202170469735
37341,10,66,48,90,2,1,66.31086830520114
37342,6,93,67,56,5,0,60.471834135440965
37343,8,75,50,93,1,0,52.936908881750675
37344,11,43,85,57,5,0,62.0642187863212
37345,4,75,86,53,5,1,56.60077234309585
37346,11,52,78,46,1,0,50.650873356824356
37347,0,90,35,85,2,1,47.50718163500996
37348,1,87,84,60,3,0,60.99105726314335
37349,9,99,31,83,1,1,61.37875068330323
37350,1,53,35,90,2,1,50.14795132272853
37351,8,81,59,67,2,0,64.92667364361718
37352,9,76,84,93,3,0,65.55342921884382
37353,6,86,40,93,2,0,59.58509399918932
37354,1,45,54,75,4,1,45.17019509359545
37355,0,90,64,73,3,0,49.37328717408525
37356,4,53,37,36,3,0,36.19215243442545
37357,11,98,96,86,1,0,74.76244916985304
37358,0,82,53,91,5,0,59.92896181034425
37359,8,42,50,91,5,1,60.58978465114205
37360,2,64,45,51,3,0,42.690593769210714
37361,1,73,75,93,4,1,62.43295725372786
37362,5,45,65,45,5,1,44.121296372886874
37363,2,95,39,39,2,0,46.25691829984201
37364,4,79,95,75,3,1,66.2357234145025
37365,9,40,46,42,4,0,45.32435622491046
37366,7,99,86,93,1,1,69.30305821520275
37367,9,85,39,75,1,0,54.0433940381403
37368,1,87,95,54,1,1,63.14772477593489
37369,11,88,46,61,5,0,67.39058198567358
37370,4,47,61,91,2,1,53.130731643681024
37371,10,56,98,61,4,0,67.85592953212732
37372,7,52,47,89,5,1,54.79565636802444
37373,0,58,75,64,5,1,53.82763545077362
37374,9,80,75,68,3,1,74.03040530330959
37375,9,74,31,76,4,0,60.09146589567593
37376,10,89,56,58,5,0,69.65738422413494
37377,11,72,37,46,1,0,51.111669931120424
37378,11,84,57,63,3,1,62.65069226270795
37379,3,84,85,94,1,1,58.784747721145536
